问题 ID,说明,状态,严重性,故事点,项目路径,位置种类,路径,折线图,列,事件 ID,帮助链接,程序集名称,程序集版本,程序集公钥,片段
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain\Volo.Abp.SettingManagement.Domain.csproj,File,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain\Volo\Abp\SettingManagement\StaticSettingSaver.cs,130,8,M:System.TimeSpan.FromDays(System.Double),,,,,"await Cache.SetStringAsync(              cacheKey,              currentHash,              new DistributedCacheEntryOptions {                  SlidingExpiration = TimeSpan.FromDays(30) //TODO: Make it configurable?              },              CancellationTokenProvider.Token          );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain\Volo.Abp.SettingManagement.Domain.csproj,File,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain\Volo\Abp\SettingManagement\StaticSettingSaver.cs,102,24,M:System.TimeSpan.FromDays(System.Double),,,,,"await Cache.SetStringAsync(                              GetCommonStampCacheKey(),                              Guid.NewGuid().ToString(),                              new DistributedCacheEntryOptions {                                  SlidingExpiration = TimeSpan.FromDays(30) //TODO: Make it configurable?                              },                              CancellationTokenProvider.Token                          );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain\Volo.Abp.SettingManagement.Domain.csproj,File,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain\Volo\Abp\SettingManagement\StaticSettingSaver.cs,84,8,M:System.TimeSpan.FromMinutes(System.Double),,,,,"await using (var commonLockHandle = await DistributedLock.TryAcquireAsync(                           GetCommonDistributedLockKey(),                           TimeSpan.FromMinutes(5)))          {              if (commonLockHandle == null)              {                  /* It will re-try */                  throw new AbpException(""Could not acquire distributed lock for saving static Settings!"");              }                using (var unitOfWork = UnitOfWorkManager.Begin(requiresNew: true, isTransactional: true))              {                  try                  {                      var hasChangesInSettings = await UpdateChangedSettingsAsync(settingRecords);                        if (hasChangesInSettings)                      {                          await Cache.SetStringAsync(                              GetCommonStampCacheKey(),                              Guid.NewGuid().ToString(),                              new DistributedCacheEntryOptions {                                  SlidingExpiration = TimeSpan.FromDays(30) //TODO: Make it configurable?                              },                              CancellationTokenProvider.Token                          );                      }                  }                  catch                  {                      try                      {                          await unitOfWork.RollbackAsync();                      }                      catch                      {                          /* ignored */                      }                        throw;                  }                    await unitOfWork.CompleteAsync();              }          }"
NuGet.0002,建议升级 NuGet 包,Active,Potential,1,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain.Shared\Volo.Abp.SettingManagement.Domain.Shared.csproj,File,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain.Shared\Volo.Abp.SettingManagement.Domain.Shared.csproj,,,Microsoft.Extensions.FileProviders.Embedded 10.0.2,,,,,"Microsoft.Extensions.FileProviders.Embedded, 10.0.2  建议:  Remove Microsoft.Extensions.FileProviders.Embedded, and replace with new package Microsoft.Extensions.FileProviders.Embedded 10.0.3"
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain.Shared\Volo.Abp.SettingManagement.Domain.Shared.csproj,File,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain.Shared\Volo.Abp.SettingManagement.Domain.Shared.csproj,,,,,,,,当前目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0 建议的目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0;net10.0
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.HttpApi.Client\Volo.Abp.SettingManagement.HttpApi.Client.csproj,File,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.HttpApi.Client\Volo.Abp.SettingManagement.HttpApi.Client.csproj,,,,,,,,当前目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0 建议的目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0;net10.0
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.MongoDB\Volo.Abp.SettingManagement.MongoDB.csproj,File,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.MongoDB\Volo.Abp.SettingManagement.MongoDB.csproj,,,,,,,,当前目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0 建议的目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0;net10.0
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,modules\Volo.Abp.TenantManagement\src\Volo.Abp.TenantManagement.Application.Contracts\Volo.Abp.TenantManagement.Application.Contracts.csproj,File,modules\Volo.Abp.TenantManagement\src\Volo.Abp.TenantManagement.Application.Contracts\Volo.Abp.TenantManagement.Application.Contracts.csproj,,,,,,,,当前目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0 建议的目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0;net10.0
NuGet.0002,建议升级 NuGet 包,Active,Potential,1,modules\Volo.Abp.TenantManagement\src\Volo.Abp.TenantManagement.Domain.Shared\Volo.Abp.TenantManagement.Domain.Shared.csproj,File,modules\Volo.Abp.TenantManagement\src\Volo.Abp.TenantManagement.Domain.Shared\Volo.Abp.TenantManagement.Domain.Shared.csproj,,,Microsoft.Extensions.FileProviders.Embedded 10.0.2,,,,,"Microsoft.Extensions.FileProviders.Embedded, 10.0.2  建议:  Remove Microsoft.Extensions.FileProviders.Embedded, and replace with new package Microsoft.Extensions.FileProviders.Embedded 10.0.3"
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,modules\Volo.Abp.TenantManagement\src\Volo.Abp.TenantManagement.Domain.Shared\Volo.Abp.TenantManagement.Domain.Shared.csproj,File,modules\Volo.Abp.TenantManagement\src\Volo.Abp.TenantManagement.Domain.Shared\Volo.Abp.TenantManagement.Domain.Shared.csproj,,,,,,,,当前目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0 建议的目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0;net10.0
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,modules\Volo.Abp.TenantManagement\src\Volo.Abp.TenantManagement.HttpApi.Client\Volo.Abp.TenantManagement.HttpApi.Client.csproj,File,modules\Volo.Abp.TenantManagement\src\Volo.Abp.TenantManagement.HttpApi.Client\Volo.Abp.TenantManagement.HttpApi.Client.csproj,,,,,,,,当前目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0 建议的目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0;net10.0
